id,name,description,category,latitude,longitude,rating,price_level,tags,image_url,opening_hours
6ca024fb-abf9-43b3-a74d-2a2d639efeec,Chor Bazaar,Historic flea market for antiques & curios.,Market,18.9636,72.8256,3.8,0,grant road|market|bargains,,"{""mon"":[[""10:00"",""21:00""]],""tue"":[[""10:00"",""21:00""]],""wed"":[[""10:00"",""21:00""]],""thu"":[[""10:00"",""21:00""]],""fri"":[[""10:00"",""21:00""]],""sat"":[[""10:00"",""21:00""]],""sun"":[[""10:00"",""21:00""]]}"
a3f80597-f6b1-4bd4-8766-19d0c227a7e2,Worli Sea Face,Wave-washed promenade with skyline views.,Viewpoint,19.0037,72.817,4.7,0,worli|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
3e6a2e9e-1834-4421-abf1-ea2bb7836ad0,Bandstand Promenade,Seaside promenade & fort ruins.,Viewpoint,19.043,72.8238,4.1,1,bandra|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
e966ec23-8eff-4524-9e1a-4547e4ec3320,Kanheri Caves,Ancient Buddhist caves within SGNP.,Nature,19.2138,72.9097,4.3,1,sanjay gandhi np|nature|outdoors,,"{""mon"":[[""07:00"",""19:00""]],""tue"":[[""07:00"",""19:00""]],""wed"":[[""07:00"",""19:00""]],""thu"":[[""07:00"",""19:00""]],""fri"":[[""07:00"",""19:00""]],""sat"":[[""07:00"",""19:00""]],""sun"":[[""07:00"",""19:00""]]}"
4af81f8e-df14-4fb5-8064-afc660b67232,Jehangir Art Gallery,Contemporary art exhibitions.,Museum,18.9265,72.8322,4.4,1,fort|museum,,"{""mon"":[[""10:00"",""18:00""]],""tue"":[[""10:00"",""18:00""]],""wed"":[[""10:00"",""18:00""]],""thu"":[[""10:00"",""18:00""]],""fri"":[[""10:00"",""18:00""]],""sat"":[[""10:00"",""18:00""]],""sun"":[[""10:00"",""18:00""]]}"
eb2caa4f-8a27-4c4f-a566-2ed016de3a7c,Ballard Estate Heritage Walk,Colonial-era business district.,Landmark,18.9415,72.8407,4.5,1,fort|landmark,,"{""mon"":[[""08:00"",""20:00""]],""tue"":[[""08:00"",""20:00""]],""wed"":[[""08:00"",""20:00""]],""thu"":[[""08:00"",""20:00""]],""fri"":[[""08:00"",""20:00""]],""sat"":[[""08:00"",""20:00""]],""sun"":[[""08:00"",""20:00""]]}"
a61ce931-eda3-476a-a6b3-3a9fb7303cce,Crawford Market (Mahatma Jyotiba Phule Mandai),Fresh produce & pet shops in a Victorian hall.,Market,18.9482,72.8338,4.1,1,fort|market|bargains,,"{""mon"":[[""10:00"",""21:00""]],""tue"":[[""10:00"",""21:00""]],""wed"":[[""10:00"",""21:00""]],""thu"":[[""10:00"",""21:00""]],""fri"":[[""10:00"",""21:00""]],""sat"":[[""10:00"",""21:00""]],""sun"":[[""10:00"",""21:00""]]}"
bbd22c63-5c02-4a92-b1ed-89ac47e5465d,Nariman Point,Business district at the southern tip.,Viewpoint,18.9259,72.8205,4.7,0,marine drive|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
a01c225f-149f-45af-9dea-d8806fdfb2ab,Atria Mall,Mall with entertainment options.,Mall,18.9912,72.8165,4.0,3,worli|mall|shopping,,"{""mon"":[[""11:00"",""22:00""]],""tue"":[[""11:00"",""22:00""]],""wed"":[[""11:00"",""22:00""]],""thu"":[[""11:00"",""22:00""]],""fri"":[[""11:00"",""22:00""]],""sat"":[[""11:00"",""22:00""]],""sun"":[[""11:00"",""22:00""]]}"
20f33aea-6bf8-48d4-9ca7-75d0ab1fe2ca,Colaba Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,18.910883,72.80045,4.2,3,colaba|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
12b9fe1f-17e3-4d52-8cd2-12eb72224f12,Colaba Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,18.902201,72.809164,3.9,2,colaba|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
6c0af0ee-ae4c-47d9-a9ea-e6c34105d4b4,Colaba Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,18.911429,72.818234,4.4,1,colaba|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
48282cd4-9a48-48f7-90c7-3da400c07e8a,Colaba Sunset Point,Popular sunset lookout with benches.,Viewpoint,18.914544,72.806439,4.5,0,colaba|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
ec2e4f30-067e-4b10-ab34-a13e8739ce7d,Colaba Joggers Park,"Track with greenery, ideal for morning runs.",Park,18.905138,72.805296,4.3,1,colaba|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
90cb45f1-75a0-4d36-9cb8-d63ce344eb1d,Fort Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,18.926859,72.835661,4.2,2,fort|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
b008e4a9-52b0-433c-8899-02a468edd222,Fort Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,18.925831,72.829477,4.6,2,fort|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
14c9ffb7-8fe4-4b96-a728-3e7a55d4de21,Fort Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,18.938298,72.836399,4.4,1,fort|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
ab9e942d-3b86-4486-a620-c5c7e626f79e,Fort Sunset Point,Popular sunset lookout with benches.,Viewpoint,18.929709,72.837285,4.0,0,fort|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
b36c04e4-44a4-475e-bf0f-636475cb875e,Fort Joggers Park,"Track with greenery, ideal for morning runs.",Park,18.941489,72.82563,4.1,1,fort|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
9df4547b-465e-45d0-99b2-71f7a77dca01,Marine Drive Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,18.952175,72.829744,4.7,2,marine drive|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
b15fd9da-38fd-4418-99b7-5f54aab24ea9,Marine Drive Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,18.939805,72.81691,4.7,1,marine drive|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
62c406d9-6563-4167-a911-ef18d1af3aaa,Marine Drive Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,18.952144,72.820532,4.1,2,marine drive|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
f712b94d-06eb-4d51-bee3-a4a94d80e6d5,Marine Drive Sunset Point,Popular sunset lookout with benches.,Viewpoint,18.934855,72.815734,4.1,0,marine drive|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
01381327-562f-401f-ad99-9c640a70eba4,Marine Drive Joggers Park,"Track with greenery, ideal for morning runs.",Park,18.94995,72.825875,4.4,0,marine drive|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
41aa588b-2510-479b-b2fd-c527d2d49add,Bandra Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,19.069214,72.846892,4.7,2,bandra|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
fb671e7f-fccc-476f-8e2a-55710d838fb0,Bandra Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,19.060725,72.849462,4.0,2,bandra|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
b47bc62c-c902-4057-8320-7da9b40079d4,Bandra Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,19.057571,72.841041,4.5,3,bandra|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
002ac43d-6b9a-4040-b6cf-852f7066414c,Bandra Sunset Point,Popular sunset lookout with benches.,Viewpoint,19.066588,72.84237,4.1,0,bandra|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
09ff81a8-16d6-40c0-aef8-4b2fc8e3023a,Bandra Joggers Park,"Track with greenery, ideal for morning runs.",Park,19.067234,72.841547,4.7,0,bandra|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
9a365fb9-3df4-4c58-8c7a-613da8e6e4e6,Juhu Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,19.109137,72.812375,3.6,1,juhu|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
ec652636-1969-4e1f-8439-21c8a59a6538,Juhu Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,19.097558,72.821788,4.5,1,juhu|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
6c89aadc-e4e0-4576-8129-db78984d13ef,Juhu Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,19.094596,72.820656,4.0,2,juhu|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
f5432941-1bce-4bdc-b450-9588654434c3,Juhu Sunset Point,Popular sunset lookout with benches.,Viewpoint,19.09502,72.821559,4.2,0,juhu|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
cdc41343-261a-42fd-b130-988fca459922,Juhu Joggers Park,"Track with greenery, ideal for morning runs.",Park,19.105714,72.823297,4.7,0,juhu|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
d8d3cc91-d007-4813-9500-58aa6b77f91d,Worli Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,18.999805,72.808285,4.0,2,worli|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
46c73520-fadb-4baf-bcc9-d10a651d53d1,Worli Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,18.99904,72.825733,4.6,2,worli|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
654b2de4-bea8-4252-9cba-b9fa172bde06,Worli Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,19.006661,72.819183,4.7,1,worli|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
